0x9c4fe5ffd9a9fc5678cfbd93aa2d4fd684b67c4c,9397553.13439467
0x470e8de2ebaef52014a47cb5e6af86884947f08c,1465863.3954839818
0x5ced44f03ff443bbe14d8ea23bc24425fb89e3ed,1353961.961771307
0x79fe75708e834c5a6857a8b17eeac651907c1da8,599800.3987917377
0x27f92729a42050c1d60ffd07b92782537f9a4e6b,377600.6651673579
0x424485f89ea52839fdb30640eb7dd7e0078e12fb,340463.20837986254
0x4028daac072e492d34a3afdbef0ba7e35d8b55c4,292417.6211701781
0x8bafc89114d5f5b78806c0c84e465394cb35f5ea,210491.95167506312
0xa32523371390b0cc4e11f6bb236ecf4c2cdea101,103108.26889976153
0x8668601064cf7a89f634cb31a97b2e0944bdd956,92086.07910105897
0x0e85fb1be698e777f2185350b4a52e5ee8df51a6,76849.00944561092
0xa2107fa5b38d9bbd2c461d6edf11b11a50f6b974,73798.58999240206
0x3e8468f66d30fc99f745481d4b383f89861702c6,68472.77249075484
0x0dc6cbdc6d2d44856d3fd4354246bc72ad538d68,68076.76315277239
0xc0a6bb3d31bb63033176edba7c48542d6b4e406d,65874.41825851136
0x32ce7e48debdccbfe0cd037cc89526e4382cb81b,55806.97002091613
0xc6f348dd3b91a56d117ec0071c1e9b83c0996de4,52673.18335395713
0xaf7fa224ad8426c6f085bea256db4e61cf84d13d,49026.08175739928
0x2fdbadf3c4d5a8666bc06645b8358ab803996e28,46386.389586808924
0x2e81ec0b8b4022fac83a21b2f2b4b8f5ed744d70,41277.05116647333
0x82b8ee01e63af40bec3cb555795d2a12c495ee23,37659.383348380594
0x4dd26482738be6c06c31467a19dcda9ad781e8c4,36102.73786488789
0x0afd65ec6b286d353c42268738d66bbf56ba9de5,30463.627375563177
0x4042a04c54ef133ac2a3c93db69d43c6c02a330b,30310.633998956102
0x60f6e2200bfef8b4d120028faff4d9a4486526f4,28658.31127113587
0xc56ec315db551315ed9857019fdb4c639ed9fd8c,28627.231240623318
0x6220add83b8103bffe40218e658068288eda4ec1,24662.48346733262
0x4d5ef58aac27d99935e5b6b4a6778ff292059991,23690.902658270286
0x34a43471377dcce420ce8e3ffd9360b2e08fa7b4,20574.137461555714
0x2139bad88a696254529ac22bf20c12ab8c08c3db,15422.450068802751
0xa7fd8ff8f4cada298286d3006ee8f9c11e2ff84e,13546.844304966304
0x0f6330e019b966db173bd03f12935a9f980e4f77,12092.836709702142
0x7eb6d3466600b4857eb60a19e0d2115e65aa815e,9457.940944475196
0x03dff868e1c7837bf578078530acb94efc45681f,6608.2632971566345
0xd6f3768e62ef92a9798e5a8cedd2b78907cecef9,6482.66142794716
0x4177d19e4125213bdd8d82dbc1ca775799d18218,6195.414750784958
0x48d0f1581510ca3b2258ee359fcbe554bab9e4ef,5727.377407335588
0x5201883feeb05822ce25c9af8ab41fc78ca73fa9,4178.278689552368
0xa6be7f7c6c454b364cda446ea39be9e5e4369de8,4059.3400464901297
0x0c722a487876989af8a05fffb6e32e45cc23fb3a,3950.9140795085796
0x8d7443530d6b03c35c9291f9e43b1d18b9cfa084,3523.319454170186
0xbfc7e1b103d9fd74ff37423a2ac83c064dc19b12,3376.8024389000825
0x784a2bac2fb78e26d20c6e8537b0e52ba3f69dfe,3186.8528788900653
0x30361f9963adb6c05f15655cb77d2da90f34c2d7,3082.572956462286
0x4d184bf6f805ee839517164d301f0c4e5d25c374,2991.4187037964307
0xb011eeaab8bf0c6de75510128da95498e4b7e67f,2778.2871920096763
0x4cd36d6f32586177e36179a810595a33163a20bf,2249.7507297123075
0xdb44a4a457c87225b5ba45f27b7828a4cc03c112,1924.278961937615
0xb5f790a03b7559312d9e738df5056a4b4c8459f4,1341.3394397446523
0x29ba3d899e8a819cf920adaff53ef1cf31969e66,1270.3066092466452
0x7235c4aa48b753e48c3786ec60d3bddef5f4b27a,1261.681523717217
0xb8a1a865e4405281311c5bc0f90c240498472d3e,1186.8744505283182
0xca4ed4e0f45264b853df6a3786962e23204b0a10,1033.5810571310308
0x9fdd7f845baca6d71d93f1619250c6f0b7a58842,1018.9696158509017
0xe0a97733f90d089df8eee74a8723d96196fc4931,894.7064514462094
0x040bef6a2984ba28d8af8a24ddb51d61fbf08a81,744.4818648188316
0x663894588c6245fe6fac16713673471b2dad4993,298.86674113080113
0x3f3ee751ab00246cb0beec2e904ef51e18ac4d77,273.2997259822757
0x517f9dd285e75b599234f7221227339478d0fcc8,105.36109796127465
0xb062fcbb48154fd385f104b38a2f9f3ffd82ffe0,61.15450660414891
0x4acfb448c585f6e1e8f2ab2bd415f399bd1b8e09,0
0xc5b249d6d4f43d58c1af113712230bd194af1fc1,0
0xa378703ec97e79e1ec25512186f3fc479d95871e,0
0xf660129233c46d586f540922c1f85969c41c5d39,0
0xbd14cf87f2bef0ad704ee962a220d4492695eb4b,0
0xa47bee5d9800dbd36faadd801b558644f7f7ed80,0
0x30d3074f11a95eb0e34383a5b3a459717e89fbc4,0
0x252d94ba748a6ad3428e0f0f0d9cb3874710653e,0
0xd707feeeceb16b33a80c20f399a1dcd2b0ef2bd8,0
0xf152bb74719e9949774a5e944e256963c1c4b4a1,0
0x9f624b25991b99d7b14d6740a9d581dd77980808,0
0xf13fd944aba186edb1cfd2446f60836b5405dd52,0
0x8dcba0b75c1038c4babbdc0ff3bd9a8f6979dd13,0
0xbf9d4cdcc33c863174be80a7efe91aa6bb86ba39,0
0xadee8662f9e6792795659cf7ad131f90df20fc69,0
0xc0cb62f0b5c9574cc88907dc0712f27b4a6a60c1,0
0x9504b4a2d5f2e88fd9a5d30aee307573ea03bea0,0
0xa02106d4a9ac9a8c86223f31be2493a2f6234fe8,0
0xde87379d39dd05660ff2e22e600b5bc7cfa01a13,0
0x20a1c8f49bbd021a32e9942dce11d30b7cf45552,0
0xacfa22592618edb90274597b9208f4765a688fdc,0
0x26b4b107dce673c00d59d71152136327cf6dfebf,0
0xdaf252b4ce7dbdcdf4109f0428901fced4487906,0
0x41e36ff62c4025f98239a85be2e77edc0b0709f5,0
0x9e77d93252661403dd6ff1e4c142e6d35971d607,0
0x378b7133a55dd5971bd64cee061df326da90847c,0
0x3d1cb7638d73657f7e554eda1d97703bc29d3c15,0
0x34c87fe8d050854ff0427aef3c134bb591847abc,0
0x6f0aa4e88a124816d52e16ffd8348ba5f42dddfb,0
0x4fa956284f1214e7f619a05054ea3b8d4370d225,0
0x53d01c72ea036e286b53d17ca1c29907accbec19,0
0xbcad06fdfcea3fd7d082b14f47a6757e11c5846c,0
0x75689befa6ed62bb5c2be21b37be6f8c64746e86,0
0xee3b01b2debd3df95bf24d4aacf8e70373113315,0
0x6fcee8a45384aec61fdee3fbdd871a338d8ea44c,0
0x750b8c4e90774e95ce47445645616c3e6bcad473,0
0x241e5ca72686225848e64a16544193b10de425f8,0
0x042df9e2317d87501bca5073296e7174b08b79ec,0
0x842a4dad3346d34159b35b877e336f8d5b187cf0,0
0x52fc3e01d8c3b602ae51eef83df0c7e285b9f4f9,0
0x0d03640423ae6d336cccf2e510d84abc1a699c3a,0
0xcc360955f5e9cbfc89158eda1e6fb0cd2902417a,0
